id,header_text,description_text,cause,effect,alert_stop_ids,alert_route_ids,alert_start_times,alert_end_times,timestamp,language,text,locations,times,entities,urgency_label,urgency_score,category
KV15:CXX:2025-06-06:12,Lijn 614: halte vervalt van 10 juni 07:00 t/m 18 juli 17:00. Plan je reis op hermes.nl.,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervallen halte(n) 
Lijn 614: halte vervalt van 10 juni 07:00 t/m 18 juli 17:00. Plan je reis op hermes.nl.
",9.0,4.0,"['2750520', '2750517']",,"[datetime.datetime(2025, 6, 6, 13, 10)]","[datetime.datetime(2025, 6, 10, 4, 59)]",2025-06-17 21:00:45.847230,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervallen halte(n) 
Lijn 614: halte vervalt van 10 juni 07:00 t/m 18 juli 17:00. Plan je reis op hermes.nl.
",[],[],[],neutral,0.827,vervangende
KV15:CXX:2025-06-05:46,"Halte vervalt van 10 juni t/m 22 augustus. Plan je reis op hermes.nl.
","Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervallen halte(n) 
Halte vervalt van 10 juni t/m 22 augustus. Plan je reis op hermes.nl.

",9.0,4.0,"['2751478', '2751916', '2751920', '2751477', '2751475', '2751913', '2751476', '2751919']",,"[datetime.datetime(2025, 6, 5, 21, 59)]","[datetime.datetime(2025, 6, 9, 21, 59)]",2025-06-17 21:00:46.350687,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervallen halte(n) 
Halte vervalt van 10 juni t/m 22 augustus. Plan je reis op hermes.nl.

",[],[],[],neutral,0.746,vervangende
KV15:QBUZZ:2025-05-28:9,U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",1.0,8.0,"['2702614', '3115814', '2702933', '2702955', '3129713', '2702672', '2702922', '2702657', '2702808', '2702863', '2703002', '2702848', '2703006', '2702670', '3129684', '3129722', '2702769', '2702970', '2702561', '2702858', '2702998', '2702947', '2702587', '3115859', '2702602', '2702823', '2702889', '2702655', '2702827', '2702820', '2702660', '2702743', '3093678', '2702538', '2702867', '2702824', '3115828', '2702634', '2702778', '3115826', '3129717', '2702772', '2702969', '3129746', '2702976', '2702877', '2702758', '2702601', '2702641', '2702616', '3115801', '3115802', '2876809', '2702722', '3129743', '2702732', '2702875', '2702885', '2702941', '2702617', '3129735', '3129719', '2702857', '2702757', '2702662', '2702592', '2702633', '2702709', '3129715', '2702756', '3115837', '2702632', '2876834', '2702907', '2702988', '3093677', '2702789', '2702535', '3129748', '2702849', '2702805', '3115839', '2702888', '2714365', '3115855', '2702560', '2702678', '2702759', '2702773', '2702968', '2702690', '3115822', '3115844', '2702788', '2702763', '2702768', '2702624', '3129751', '2702903', '2702854', '2702997', '2702937', '2703005', '2703007', '2702714', '3093670', '3129710', '3129744', '2702826', '2702606', '2702752', '3129733', '3115843', '2702819', '2702982', '2702559', '3093684', '3093683', '2702784', '2702712', '2702952', '2702668', '2702993', '2702706', '3115799', '2702870', '2702996', '2702558', '2702964', '2702644', '3115818', '3093679', '2703283', '2702631', '2702740', '2702563', '3115849', '2702698', '2876829', '2702625', '3115840', '2702546', '3115812', '2702621', '2702992', '2703008', '2702594', '2702541', '2702749', '2702796', '2702568', '2702913', '2702713', '2702960', '2702724', '2702748', '2702777', '2702825', '2702701', '2702902', '2703260', '2702813', '2702883', '2876810', '3115810', '2702550', '3115857', '3115864', '2702980', '2702590', '2702618', '2702761', '2702623', '2703012', '2702630', '2702951', '2702987', '2702882', '2702645', '3093681', '2919155', '2702912', '2702861', '2702767', '2702739', '3129723', '2702702', '3115824', '2702919', '2702797', '2702989', '2702695', '2702816', '2702923', '2702735', '2702831', '2702581', '3129729', '2702543', '2876807', '2702723', '2702557', '2702611', '3129720', '2702746', '2702627', '2702744', '3115823', '2702932', '2702675', '2702656', '2702547', '2702728', '2702812', '3115811', '2702884', '2702729', '3093704', '2702658', '2702604', '2702900', '2702983', '2702785', '3129736', '2702780', '2702975', '2702792', '2702862', '2703010', '2702775', '2702865', '2702963', '3115815', '3115809', '2702737', '2703004', '3129687', '2702760', '2702774', '3115841', '2702845', '2702705', '2702929', '2702994', '2876832', '3115862', '2702626', '2702717', '2702671', '2702699', '2702715', '2702612', '2702984', '2919154', '2702841', '3129711', '2702995', '2702736', '3115850', '3129738', '2702649', '2702985', '3115820', '2702753', '3129716', '2702856', '2702938', '2702999', '3093685', '2702770', '2702851', '2702766', '3093668', '2702860', '2702677', '2702545', '2702532', '2702725', '2702642', '2702694', '3115842', '2876828', '3093672', '2876830', '2702793', '2702828', '2703013', '2702564', '2703003', '2702981', '2702822', '2702943', '2702957', '3115863', '3129689', '2702742', '2702727', '2702719', '3115816', '2702844', '2702991', '2702548', '3093675', '3093671', '2702906', '2702962', '2702866', '3129753', '2702871', '3129745', '2702967', '2702603', '3129702', '2702815', '2702950', '3129705', '3115847', '3115853', '3115865', '3093682', '3115846', '3129750', '2702577', '3115825', '2876831', '3115834', '2702846', '2702747', '2702600', '2702650', '2876827', '2702754', '2702691', '2703009', '2702607', '2702842', '3093686', '2702794', '2702620', '2702847', '3115836', '3115858', '2702879', '3129721', '2702818', '2702890', '3115796', '3093674', '2876808', '2702896', '3115835', '2703011', '2702721', '2702931', '2702834', '3115829', '2702708', '3115804', '2702696', '2702764', '2702765', '2702942', '2702781', '3129693', '2702595', '2702897', '2702945', '2702971', '2702741', '2702850', '2702832', '2702939', '2702868', '2702640', '2876833', '3129694', '2702555', '2702954', '2702783', '3129685', '3129741', '3129742', '3129709', '3129698', '2702652', '3115860', '2702704', '2702665', '2702596', '3093669', '2702958', '3115851', '2703240', '2702643', '2702720', '2702936', '3129714', '3129692', '2702539', '3129695', '2702830', '2702853', '3129712', '2702893', '2702974', '2702873', '3129691', '2702843', '2702921', '2702651', '2702745', '2702874', '2702578', '2859959', '3129724', '2702935', '2702589', '2702979', '3115831', '3115806', '2702593', '2702697', '3115845', '2702622', '3115830', '2702635', '2702920', '2702586', '3115808', '2702908', '3129703', '2702573', '2702911', '2702556', '2702790', '2702791', '3115854', '2702872', '2702915', '2702894', '3093680', '3115817', '2702710', '2702864', '2702613', '2702588', '2702666', '2702909', '2702734', '3115827', '2702898', '3115813', '2702804', '2702817', '2702579', '3129686', '2702755', '2702669', '2702810', '3115819', '2702927', '2702940', '2702576', '2702619', '2702852', '2702978', '2702693', '2978292', '2702610', '2702928', '2702956', '2702837', '2702544', '2702638', '2702583', '3115797', '3129697', '3115833', '2702925', '3129699', '2702646', '2702855', '2702637', '3129690', '3115838', '3129726', '3129728', '2702990', '2702833', '2702716', '2702738', '2702591', '2714366', '3129725', '2702965', '2702840', '2702878', '3115852', '2702762', '2702930', '2702534', '2702580', '3129688', '2702700', '3093812', '3115807', '2702771', '3115800', '3115848', '2702886', '2702628', '3129683', '2702562', '2702807', '3129737', '3115821', '2703280', '2702892', '2702916', '2702977', '2702636', '3129739', '2702629', '2702895', '3115803', '2702726', '3129701', '2702972', '2702944', '2702776', '3129731', '2702609', '3129708', '3129727', '3129706', '2702869', '2702639', '3129696', '3093811', '3115832', '3115795', '2702973', '2702661', '2702901', '2702949', '2702582', '2702836', '2702571', '3129700', '2702554', '2702953', '2702798', '3129734', '3129730', '2702667', '3129718', '3093673', '3129752', '2703281', '2876882', '2702821', '2702814', '2702966', '2702565', '3115856', '2702795', '2702899', '2702599', '3129707', '2702552', '3129747', '2702961', '2702799', '2702905', '3129732', '3115798', '3129740', '2702533', '2702876', '2702835', '2702934', '2702959', '3129704', '2702910', '2702904', '3115805', '2702779', '2919220', '2702718', '2702891', '2702887']",,"[datetime.datetime(2025, 6, 6, 2, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-17 21:00:46.815271,nl,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",[],[],[],neutral,0.853,ebs
KV15:CXX:2025-06-06:17,Halte vervalt van 9 juni t/m 12 juni dagelijks vanaf 20:30. Vervangende halte: Station Goffert.,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt van 9 juni t/m 12 juni dagelijks vanaf 20:30. Vervangende halte: Station Goffert.
",9.0,6.0,"['2748445', '2748447', '2748448', '2748450']",,"[datetime.datetime(2025, 6, 6, 14, 20)]","[datetime.datetime(2025, 6, 13, 2, 59)]",2025-06-17 21:00:47.699747,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt van 9 juni t/m 12 juni dagelijks vanaf 20:30. Vervangende halte: Station Goffert.
",['Station Goffert'],[],"[('Station Goffert', 'LOC')]",neutral,0.846,vervangende
KV15:ARR:2025-05-27:7,"Halte vervallen m.i.v. Di. 10-06 aanvang i.v.m. werkzaamheden t/m tot algehele openstelling weg. Alternatief: halte Centrum, halte Klifsbergweg.                  ","Halte vervallen m.i.v. Di. 10-06 aanvang i.v.m. werkzaamheden t/m tot algehele openstelling weg. Alternatief: halte Centrum, halte Klifsbergweg.                  
",1.0,8.0,['3084503'],['127914'],"[datetime.datetime(2025, 6, 6, 10, 42)]","[datetime.datetime(2025, 7, 11, 12, 1)]",2025-06-17 21:00:48.609064,nl,"Halte vervallen m.i.v. Di. 10-06 aanvang i.v.m. werkzaamheden t/m tot algehele openstelling weg. Alternatief: halte Centrum, halte Klifsbergweg.                  
","['Centrum', 'K', 'lifsbergweg']",[],"[('Centrum', 'LOC'), ('K', 'LOC'), ('lifsbergweg', 'LOC')]",negative,0.63,de
KV15:ARR:2025-05-27:6,"Halte vervallen m.i.v. Di. 10-06 aanvang i.v.m. werkzaamheden t/m tot algehele openstelling weg. Alternatief: halte Centrum, halte Klifsbergweg.                  ","Halte vervallen m.i.v. Di. 10-06 aanvang i.v.m. werkzaamheden t/m tot algehele openstelling weg. Alternatief: halte Centrum, halte Klifsbergweg.                  
",1.0,8.0,['3084502'],['127913'],"[datetime.datetime(2025, 6, 6, 10, 42)]","[datetime.datetime(2025, 7, 11, 12, 1)]",2025-06-17 21:00:49.492553,nl,"Halte vervallen m.i.v. Di. 10-06 aanvang i.v.m. werkzaamheden t/m tot algehele openstelling weg. Alternatief: halte Centrum, halte Klifsbergweg.                  
","['Centrum', 'K', 'lifsbergweg']",[],"[('Centrum', 'LOC'), ('K', 'LOC'), ('lifsbergweg', 'LOC')]",negative,0.63,de
KV15:QBUZZ:2025-05-28:7,U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",1.0,8.0,"['2701833', '2701841', '2701865', '2701791', '2701856', '2701799', '2701937', '2701979', '2701798', '2701962', '3065710', '2701777', '3129644', '2701883', '2701564', '3115753', '2701616', '2701603', '2701683', '2701893', '3129655', '2859916', '2701650', '2701845', '2701809', '2701653', '2701716', '2701661', '2701913', '2701933', '2701967', '2701588', '2701774', '2701934', '2701836', '3093666', '2701726', '2701592', '2701998', '2701786', '2778290', '2701814', '2701899', '2701975', '2701794', '2701754', '2701573', '2701906', '2702009', '2701635', '2701753', '2701850', '2701628', '2701712', '2701636', '2701782', '3115763', '2702014', '2701861', '2701673', '2701572', '2701912', '2701813', '2701537', '2701680', '3115764', '2702032', '2919099', '2701648', '2701793', '2701878', '2701600', '2701921', '2701939', '2701805', '2701958', '2701988', '2702016', '2701591', '2701700', '2701863', '2701547', '2701953', '2701658', '2701692', '2701728', '2701664', '2701811', '2701837', '2701804', '2701761', '2701520', '2702005', '2701868', '2701566', '2702010', '2702020', '2701630', '2701538', '2701695', '2701803', '2701862', '2701982', '2701556', '2701855', '2702030', '3129653', '2701532', '2701890', '3115767', '2701872', '2701719', '2701983', '2701704', '2701679', '2701523', '2702022', '2701884', '2701775', '2701560', '2701667', '2701757', '2701570', '2702011', '2701870', '3089987', '2701614', '2701528', '2701709', '3115759', '2919124', '2701985', '2701928', '2702028', '3129647', '2702027', '2701659', '2701672', '2701690', '2701651', '2701634', '2701624', '2701633', '2701926', '2701562', '2701755', '2701737', '2701807', '2701717', '2701898', '2701940', '2701557', '2701952', '2701819', '2701762', '2701758', '2701999', '2919117', '2701974', '2701722', '2701783', '2701669', '2701980', '2701911', '2701558', '2701686', '2701832', '2701744', '2919119', '2701831', '2701787', '2701922', '3129649', '2701932', '2701971', '2701935', '2701536', '2701639', '2701526', '2701698', '2701816', '2701981', '2701724', '2701681', '3129646', '2701905', '2701776', '2701989', '2701623', '2701609', '2702001', '2701668', '2702015', '2701876', '2701601', '2701784', '2919098', '2701966', '2701785', '2919113', '2701691', '2859904', '3065708', '2701857', '2701877', '2701959', '2701760', '2701729', '2701756', '3115766', '2701670', '2701685', '2701797', '2701852', '2701693', '2701941', '2701733', '2701703', '2701617', '2701897', '3129656', '2701598', '2701827', '2701663', '3129648', '2701888', '3129641', '2701840', '2701599', '2701778', '2701909', '2702029', '2701607', '2702025', '2701815', '2701894', '2701604', '2859903', '2702017', '2701533', '2701713', '2701626', '2859915', '2702023', '2701874', '2701740', '2859914', '2701665', '2701540', '2701571', '2702008', '2701574', '2702000', '2701593', '2701611', '2701738', '2701590', '2701531', '3115769', '2701885', '2701725', '2701907', '2701735', '2701605', '2701563', '2701734', '3115761', '2701751', '2765451', '2701625', '2701849', '2701770', '2761262', '2701620', '2701745', '2701613', '3115771', '2701896', '2701820', '2701529', '2701594', '2701561', '2761263', '2701828', '2701720', '2701652', '2701678', '2701675', '2701701', '2701914', '2701968', '2701619', '2761261', '2701743', '2701676', '2919100', '2701987', '2701671', '2701843', '2701848', '2701948', '2701637', '2701917', '2701569', '2701677', '2701655', '2701567', '2701800', '2701973', '2702012', '3129654', '2701930', '2701584', '2701608', '2701548', '2701904', '2859905', '2701954', '2701654', '2701759', '2702018', '3129638', '2701711', '2701851', '3129651', '2701606', '2701957', '2701595', '2701631', '2701530', '2702003', '2701629', '2701825', '2701688', '2701938', '2701647', '2701950', '2701858', '3129652', '2701732', '2701750', '2701527', '2702007', '2701644', '2701961', '2701901', '2702019', '2701748', '3065711', '2702031', '2701822', '3115755', '2701638', '2701990', '2701714', '3129643', '2702021', '2701769', '2701696', '2701727', '2701746', '2701771', '2701919', '2701844', '2701916', '2701715', '2701739', '2701895', '2701764', '2701586', '2701955', '2701826', '2701920', '2702013', '2701781', '2701925', '3115756', '2701887', '2701522', '2701789', '2701657', '2701583', '2701742', '2701542', '2701829', '2701660', '2701780', '2701801', '3115770', '2701812', '2701886', '2701792', '2701752', '2701806', '2701721', '2701972', '2701991', '2702006', '2701525', '2701524', '2701627', '2701986', '2701965', '2701730', '3115762', '2701596', '2701970', '2701543', '2701597', '2701869', '2701741', '2701587', '2701521', '2701710', '2701682', '2701747', '2701808', '2701936', '2919114', '2702024', '2701880', '2701568', '2702004', '3115760', '2701618', '2701723', '2701705', '3129650', '2701866', '2701927', '2701830', '2701768', '2701699', '2701706', '2701908', '2919116', '2701763', '2701602', '2701610', '2701875', '2701674', '2859906', '2701749', '2701765', '2701918', '2701708', '2701687', '2701656', '2701684', '2701871', '2701889', '2701960', '2701910', '2701859', '2701534', '2701649', '2701931', '2919118', '2701539', '2701565', '2702033', '2701694', '2701900', '2701585', '2701689', '2701544', '2701846', '2919123', '2701873', '2701718', '2701632', '2701891', '2701559', '2701984', '3115758', '2701702', '2701915', '2701790', '2701640', '2701839', '2701707', '2701810', '2701788', '2701802', '2701842', '2701612', '2701964', '2701838', '2701892', '2702002', '3115765', '2701666', '2701643', '2701779', '2701615', '2701963', '3115754', '2701923', '2701997', '2701697', '2701767', '2701929', '2701969', '2701847', '2701942', '3134023', '2701834', '3115768', '3129640', '3129639', '2701662', '2701821', '2701589', '2701766', '2701860', '2701736', '3129645', '2919097', '2702026', '2701551', '2701924']",,"[datetime.datetime(2025, 6, 6, 2, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-17 21:00:50.207976,nl,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",[],[],[],neutral,0.853,ebs
KV15:ARR:2025-05-27:5,"Lijn 248/648: op 12 en 13 06 vervallen haltes Dreef, Voetvalvereniging Ophemert, Kerkstraat 38, Postkantoor en Toevershof ivm werkzaamheden. De bus kan deze dagen Varik en Ophemert niet aandoen. ","Lijn 248/648: op 12 en 13 06 vervallen haltes Dreef, Voetvalvereniging Ophemert, Kerkstraat 38, Postkantoor en Toevershof ivm werkzaamheden. De bus kan deze dagen Varik en Ophemert niet aandoen. 
",1.0,8.0,"['3080665', '3081548', '3081549', '3080661', '3080659', '3080760', '3080663', '3080758', '3080783', '3080657', '3080782']",['128059'],"[datetime.datetime(2025, 6, 9, 9, 23)]","[datetime.datetime(2025, 6, 13, 20, 1)]",2025-06-17 21:00:50.846805,nl,"Lijn 248/648: op 12 en 13 06 vervallen haltes Dreef, Voetvalvereniging Ophemert, Kerkstraat 38, Postkantoor en Toevershof ivm werkzaamheden. De bus kan deze dagen Varik en Ophemert niet aandoen. 
","['Dreef', 'Kerkstraat', 'Postkantoor', 'Toevershof', 'Varik', 'Ophemert']",[],"[('Dreef', 'LOC'), ('Voetvalvereniging Ophemert', 'ORG'), ('Kerkstraat', 'LOC'), ('Postkantoor', 'LOC'), ('Toevershof', 'LOC'), ('Varik', 'LOC'), ('Ophemert', 'LOC')]",negative,0.582,Uncategorized (Noise)
KV15:QBUZZ:2025-05-28:8,U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",1.0,8.0,"['2702220', '2702314', '2702167', '3115785', '2702441', '2702237', '2702335', '2702268', '2702371', '3115779', '2702174', '2702333', '2702121', '3129669', '2702090', '2702099', '2702274', '2876798', '2702483', '2702428', '2702218', '2702068', '3115792', '2702414', '2702134', '2702336', '2702460', '2702214', '2702315', '3129677', '2702368', '2702060', '2702238', '2702136', '2702155', '2702445', '2702054', '2702354', '2702491', '2702416', '2702423', '3115794', '3129676', '2702321', '2702390', '2702079', '2702410', '2702227', '2702465', '2702223', '2702456', '2702150', '2702478', '2702506', '2702261', '2702438', '2702225', '3115783', '2702306', '2702082', '2702448', '3129662', '2702475', '2702283', '2859941', '2702172', '2702265', '2702036', '2702450', '2702245', '2702106', '2702281', '3115788', '3129667', '2702492', '2702129', '2702309', '3115789', '2702204', '2702303', '2702347', '2702241', '2702420', '2702485', '2702299', '2702459', '2702154', '2702497', '2702342', '2702517', '3115780', '2702403', '2702287', '2702100', '2876797', '2702529', '2702504', '2702228', '2702495', '2702519', '2702343', '2702269', '2702070', '2702187', '2702046', '2702198', '2702086', '3129675', '2702437', '2702206', '2702271', '2702296', '2702355', '3129674', '2702101', '2702047', '2702313', '2702346', '2702307', '2702324', '2702479', '2702207', '2702209', '2702058', '2702252', '2702266', '2702349', '2702262', '2702297', '3129681', '2702421', '2702443', '2702062', '2702130', '2702132', '3115774', '2702429', '2702188', '2702169', '2702439', '2702250', '2702424', '2702521', '2702328', '2702253', '2702165', '3129665', '2702043', '3115787', '2702044', '2702038', '2702185', '2702118', '2702162', '2702181', '2702124', '3129663', '2702069', '3129670', '2702361', '2702273', '3115793', '3129673', '2702052', '3115772', '2702163', '2702255', '2702469', '2702402', '2702133', '2702242', '2702381', '2702222', '2702135', '2702232', '2702143', '2702350', '2702221', '2702345', '2702510', '2702045', '2702217', '2702055', '2702320', '3115786', '2702105', '3129660', '2702168', '2702071', '2702078', '2702226', '2702073', '2702398', '2702104', '2702175', '2702158', '2702454', '2702425', '2702212', '3115781', '2702462', '2702482', '2702502', '3089989', '2702257', '2702330', '2702466', '2702102', '2702051', '2702260', '2702116', '2702499', '2702464', '2702432', '2702476', '2702426', '2702067', '2702353', '2702113', '2702258', '2702477', '2702110', '2702256', '2702382', '2702480', '2702194', '2702131', '2702325', '2702254', '2702419', '2702520', '2702180', '2702076', '2702170', '2702112', '2702298', '2702093', '2702518', '2702074', '2702323', '2702263', '2702246', '2702399', '2702367', '2702151', '2702516', '2702383', '2702365', '2702514', '2702389', '2702418', '2702295', '2702278', '2702422', '2702331', '2702511', '2702117', '2702369', '2702166', '2702366', '2702509', '2702177', '2702275', '2702291', '2702408', '2702473', '2702279', '2702182', '3129668', '3129672', '2702164', '2702379', '2702430', '2702098', '2702211', '2702040', '2702097', '2702208', '2702351', '2702436', '2702311', '2702111', '2702472', '2702141', '3129680', '2702083', '2702139', '3115773', '2702126', '2702277', '2702081', '2702039', '2702290', '3129658', '2702161', '2702337', '2702405', '3115782', '2702137', '2702107', '2702205', '2702041', '2702413', '2702144', '2702457', '2702050', '2702446', '2702316', '2702453', '2702378', '2702515', '3129661', '2702280', '2702455', '2702507', '2702407', '2702059', '2702508', '3134025', '2702338', '2702310', '2702524', '2702183', '2702470', '2702210', '3129682', '2702138', '2702066', '2702213', '2702397', '2702415', '2702384', '3115784', '2702474', '2702300', '2702392', '2702145', '2702282', '2702289', '2702319', '2702360', '2702251', '2702471', '2702186', '2702244', '2702202', '3115778', '2702334', '2702146', '2702077', '2702088', '2702123', '2702053', '2702219', '2702195', '2702085', '2702440', '2702352', '2702179', '2702530', '2702234', '2702148', '2702447', '2702348', '2702394', '2702230', '2702312', '2702376', '2702229', '2702377', '2702391', '2702231', '2702189', '2702270', '2702322', '2702339', '2702494', '2702092', '2702061', '2702140', '2702326', '2702156', '2702240', '2702498', '2702247', '2702199', '2702239', '2702184', '2702434', '2702160', '2702142', '2702467', '2702362', '2702089', '2702500', '2702216', '2702442', '2702173', '2702525', '2702332', '2702490', '2702091', '2702357', '2702056', '2702433', '2702461', '2702458', '2876786', '2702386', '2702190', '2702128', '2702063', '2702505', '2702042', '2702203', '2702294', '2702249', '2702094', '2702264', '2702276', '2702522', '2702147', '2702431', '2702037', '2702196', '2702318', '2702327', '2702075', '3093667', '2702496', '2702393', '2702176', '2702406', '2702487', '2702501', '2702395', '2702400', '2702317', '2702224', '3129679', '2876787', '2702388', '2702359', '2702364', '3129664', '3129666', '2702468', '2702193', '2702528', '2702235', '3115777', '2702308', '2702302', '3129657', '2702057', '2702122', '2702064', '2702375', '2702149', '2702385', '2702409', '2702373', '2702356', '2702523', '2702080', '2702411', '2702503', '2702370', '2702272', '2702119', '2702084', '2702200', '2702372', '2702049', '2702344', '2702452', '2702463', '2702396', '2702127', '2702288', '2702236', '2702484', '2702178', '2702329', '2702048', '2702363', '2702197', '2702401', '2702125', '2702387', '2702417', '2702358', '2702152', '2702404', '2702072', '2702065', '3129678', '3129671', '2702435', '2702243', '2702192', '2702531', '2702374', '2702201', '2702153', '2702171', '2702191', '2702120', '3115776', '2702427', '3115791', '2702087', '2702248', '2702412', '2702493', '2702114', '2702157', '2702115', '3115790', '2702285', '3129659', '2702233', '2702449', '2702341', '2702103', '3115775', '2702380', '2702451']",,"[datetime.datetime(2025, 6, 6, 2, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-17 21:00:51.313078,nl,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",[],[],[],neutral,0.853,ebs
KV15:CXX:2025-06-06:18,Halte vervalt van 9 juni t/m 12 juni dagelijks vanaf 20:30. Vervangende halte: Cavaljeweg.,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt van 9 juni t/m 12 juni dagelijks vanaf 20:30. Vervangende halte: Cavaljeweg.
",9.0,6.0,"['2748446', '2748449']",,"[datetime.datetime(2025, 6, 6, 14, 20)]","[datetime.datetime(2025, 6, 13, 2, 59)]",2025-06-17 21:00:51.851145,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt van 9 juni t/m 12 juni dagelijks vanaf 20:30. Vervangende halte: Cavaljeweg.
",['Cavaljeweg'],[],"[('Cavaljeweg', 'LOC')]",neutral,0.834,vervangende
KV15:QBUZZ:2025-03-07:61,Qbuzz: Lijn 61 stopt tot 13 juni 17:00 uur niet bij deze halte door werkzaamheden. Maak gebruik van halte Geraldadrift.,"Oorzaak : Werkzaamheden Werkzaamheden
Effect : Haltes John. F. Kennedylaan, Wilgenbos, J. Cohenstraat, Snik en Menkemaborg vervallen.
Maatregelen : 
Qbuzz: Lijn 61 stopt tot 13 juni 17:00 uur niet bij deze halte door werkzaamheden. Maak gebruik van halte Geraldadrift.
",9.0,8.0,"['3103858', '3103859', '3118541', '3103856', '3118540', '3118542', '3103857', '3118539']",['106131'],"[datetime.datetime(2025, 3, 20, 4, 0)]","[datetime.datetime(2025, 6, 13, 15, 0)]",2025-06-17 21:00:52.645615,nl,"Oorzaak : Werkzaamheden Werkzaamheden
Effect : Haltes John. F. Kennedylaan, Wilgenbos, J. Cohenstraat, Snik en Menkemaborg vervallen.
Maatregelen : 
Qbuzz: Lijn 61 stopt tot 13 juni 17:00 uur niet bij deze halte door werkzaamheden. Maak gebruik van halte Geraldadrift.
","['John. F. Kennedylaan', 'Wilgenbos', 'J. Cohenstraat', 'Snik', 'Menkemaborg', 'Geraldadrift']",[],"[('John. F. Kennedylaan', 'LOC'), ('Wilgenbos', 'LOC'), ('J. Cohenstraat', 'LOC'), ('Snik', 'LOC'), ('Menkemaborg', 'LOC'), ('Geraldadrift', 'LOC')]",neutral,0.488,qbuzz
KV15:CXX:2025-05-26:4,"Lijn 14 en 3: halte vervallen t/m 11 juli 17:00. Tijdelijke halte: aan de kruising Italiestraat t.h.v. de Graaf Alardsingel.
","Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Lijn 14 en 3: halte vervallen t/m 11 juli 17:00. Tijdelijke halte: aan de kruising Italiestraat t.h.v. de Graaf Alardsingel.

",9.0,6.0,"['2749015', '2749016']",,"[datetime.datetime(2025, 5, 26, 3, 0)]","[datetime.datetime(2025, 7, 11, 15, 0)]",2025-06-17 21:00:53.333126,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Lijn 14 en 3: halte vervallen t/m 11 juli 17:00. Tijdelijke halte: aan de kruising Italiestraat t.h.v. de Graaf Alardsingel.

","['Italiestraat', 'Graaf Alardsingel']",[],"[('Italiestraat', 'LOC'), ('Graaf Alardsingel', 'LOC')]",neutral,0.765,vervangende
